Season,Name,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,playerid
2004,Peter Bergeron,11,45,0,2,1,0,4.40%,35.60%,0,0.346,0.214,0.25,0.214,0.214,,17,0.2,-4.7,-0.3,-0.3,763
1995,Jeff Fassero,30,70,0,6,1,0,7.10%,41.40%,0,0.143,0.07,0.145,0.07,0.116,,-45,0,-12.9,7.1,-0.3,279
1969,Don Hahn,4,9,0,0,2,0,0.00%,55.60%,0,0.25,0.111,0.111,0.111,0.101,,-46,0,-1.5,-2,-0.3,1005202
1982,Roy Johnson,17,34,0,2,2,0,2.90%,17.60%,0.063,0.259,0.219,0.235,0.281,0.23,,40,0,-2.3,-2.1,-0.3,1006500
1995,Pedro Martinez,30,72,0,2,2,0,0.00%,41.70%,0,0.2,0.111,0.134,0.111,0.117,,-45,0,-13.2,7.3,-0.3,200
2002,Henry Rodriguez,20,25,0,1,3,0,16.00%,32.00%,0,0.077,0.05,0.2,0.05,0.148,,-24,0.1,-3.8,-0.4,-0.3,1427
2003,Henry Mateo,100,169,0,29,7,11,6.50%,22.50%,0.032,0.319,0.24,0.304,0.273,0.266,,52,1.9,-8.4,-0.6,-0.3,1461
1977,Pete Mackanin,55,89,1,9,6,3,4.50%,19.10%,0.106,0.269,0.224,0.258,0.329,0.257,,54,0.2,-4.8,-1.5,-0.3,1007912
1979,David Palmer,36,36,0,1,0,0,2.80%,41.70%,0,0.063,0.032,0.063,0.032,0.051,,-83,0,-7.8,3.3,-0.3,1009970
1971,Terry Humphrey,9,26,0,1,1,0,0.00%,15.40%,0.038,0.227,0.192,0.192,0.231,0.191,,13,0,-2.5,-1.6,-0.3,1006188
2004,Tony Batista,157,650,32,76,110,14,4.00%,12.00%,0.215,0.225,0.241,0.272,0.455,0.304,,76,-4.3,-24.1,-1.3,-0.3,124
2004,Alex Gonzalez,35,144,4,19,16,1,5.60%,22.20%,0.143,0.289,0.241,0.289,0.383,0.294,,69,1,-4.6,-3.8,-0.3,281
2009,Jorge Padilla,29,26,0,3,0,0,3.80%,30.80%,0,0.176,0.12,0.154,0.12,0.13,,-36,-0.2,-4.5,0.3,-0.3,2054
1970,Bill Stoneman,42,66,0,0,0,0,1.50%,47.00%,0.033,0.207,0.1,0.129,0.133,0.124,,-33,0,-10.9,5.3,-0.3,1012560
1969,Maury Wills,47,211,0,23,8,15,9.50%,10.00%,0.016,0.249,0.222,0.295,0.238,0.256,,54,0.8,-10.3,-0.2,-0.3,1014053
2010,Kevin Mench,27,29,0,2,1,0,6.90%,20.70%,0,0.143,0.111,0.172,0.111,0.141,,-24,0.1,-4.2,0,-0.4,1261
1978,Jerry Fry,4,10,0,0,0,0,10.00%,50.00%,0,0,0,0.1,0,0.071,,-68,0,-1.9,-1.8,-0.4,1004379
1984,Charlie Lea,30,85,0,3,0,0,1.20%,28.20%,0,0.167,0.111,0.123,0.111,0.109,,-41,0,-13.5,7.4,-0.4,1007423
1993,Greg Colbrunn,70,164,4,15,23,4,3.70%,20.10%,0.137,0.294,0.255,0.282,0.392,0.294,,76,0,-4.8,-4.4,-0.4,51
2004,Henry Mateo,40,46,0,3,0,2,2.20%,19.60%,0.045,0.343,0.273,0.289,0.318,0.269,,53,-0.7,-3.5,-1.7,-0.4,1461
1970,Clyde Mashore,13,29,1,2,3,0,13.80%,37.90%,0.12,0.231,0.16,0.276,0.28,0.232,,35,0,-2.3,-2.1,-0.4,1008210
1991,Tom Foley,86,187,0,12,15,2,7.50%,16.00%,0.077,0.248,0.208,0.269,0.286,0.245,,51,0.4,-9.9,0.6,-0.4,1004200
1988,John Dopson,26,56,0,0,1,0,1.80%,55.40%,0.02,0.15,0.059,0.077,0.078,0.073,,-67,0,-10.2,5.1,-0.4,1003404
1982,Terry Francona,46,144,0,14,9,2,5.60%,7.60%,0.023,0.35,0.321,0.36,0.344,0.322,,104,-0.8,-0.1,-8.4,-0.4,1004292
2007,Mike Restovich,15,29,0,0,1,0,3.40%,27.60%,0.036,0.2,0.143,0.172,0.179,0.16,,-11,0.2,-4,-0.6,-0.4,751
1991,Mike Fitzgerald,71,224,4,17,28,4,9.80%,15.60%,0.106,0.222,0.202,0.278,0.308,0.262,,63,0,-9.4,-1.4,-0.4,1004114
1997,Jose Vidro,67,185,2,19,17,1,5.90%,10.80%,0.118,0.267,0.249,0.297,0.367,0.294,,72,0.2,-6.4,-3.2,-0.4,802
1987,Alonzo Powell,14,46,0,3,4,0,10.90%,37.00%,0.073,0.333,0.195,0.283,0.268,0.256,,51,0,-2.9,-2.4,-0.4,1010480
1969,Jerry Robertson,38,60,0,3,1,0,3.30%,56.70%,0,0.227,0.089,0.121,0.089,0.103,,-45,0,-10,4.6,-0.4,1011036
1995,Shane Andrews,84,241,8,27,31,1,7.10%,28.20%,0.164,0.267,0.214,0.271,0.377,0.282,,64,-0.3,-11.3,-0.9,-0.4,1588
2004,Val Pascucci,32,74,2,6,6,1,13.50%,29.70%,0.113,0.231,0.177,0.297,0.29,0.266,,51,0.2,-4.5,-1.9,-0.4,1915
2013,Steve Lombardozzi,118,307,2,25,22,4,2.60%,11.10%,0.079,0.284,0.259,0.278,0.338,0.269,,66,0.3,-11.4,-1.3,-0.4,5422
1974,Mike Torrez,36,69,0,4,3,1,2.90%,36.20%,0.016,0.205,0.125,0.152,0.141,0.14,,-25,-0.2,-10,4.4,-0.4,1013134
1970,Jim Fairey,92,231,3,35,25,1,6.10%,16.50%,0.114,0.279,0.242,0.293,0.355,0.285,,68,-0.9,-10.1,-1.4,-0.4,1003905
2004,Ryan Church,30,71,1,6,6,0,9.90%,22.50%,0.063,0.217,0.175,0.257,0.238,0.224,,24,-0.3,-7.3,1,-0.4,2106
1999,Manny Martinez,137,357,2,48,26,19,4.80%,14.30%,0.097,0.281,0.245,0.279,0.341,0.274,,53,1.1,-21.5,5.3,-0.4,1008182
1986,Luis Rivera,55,187,0,20,13,1,9.10%,17.60%,0.078,0.254,0.205,0.285,0.283,0.264,,62,-0.2,-8.5,-1.5,-0.4,1011003
1995,Lou Frazier,35,74,0,6,3,4,10.80%,16.20%,0.032,0.231,0.19,0.297,0.222,0.254,,45,0.8,-4.3,-2.2,-0.4,1004310
1993,Wil Cordero,138,521,10,56,58,12,6.50%,11.50%,0.139,0.266,0.248,0.308,0.387,0.305,,84,1.2,-9.2,-13.1,-0.4,770
1993,Oreste Marrero,32,95,1,10,4,1,14.70%,16.80%,0.123,0.25,0.21,0.326,0.333,0.306,,84,-1,-2.9,-4.4,-0.4,1008127
1973,Balor Moore,35,59,0,2,2,0,5.10%,25.40%,0.019,0.079,0.057,0.123,0.075,0.105,,-49,0,-10.1,4.6,-0.4,1009090
2000,Orlando Cabrera,125,454,13,47,55,4,5.50%,6.20%,0.156,0.227,0.237,0.279,0.393,0.289,,63,-1,-23.6,4.1,-0.4,766
1982,Bryan Little,29,47,0,6,3,2,8.50%,12.80%,0,0.243,0.214,0.277,0.214,0.233,,43,0,-3,-2.5,-0.4,1007658
2007,Chris Snelling,24,61,1,6,7,0,14.80%,18.00%,0.122,0.243,0.204,0.361,0.327,0.317,,90,0,-0.8,-5.3,-0.4,1480
2006,Tony Armas Jr.,30,56,0,1,1,0,1.80%,37.50%,0,0.103,0.06,0.078,0.06,0.066,,-74,0,-12.7,6.7,-0.4,761
2020,Luis Garcia,40,139,2,18,16,1,3.60%,20.90%,0.09,0.34,0.276,0.302,0.366,0.291,,78,-0.6,-4.6,-3.2,-0.4,20391
2017,Alejandro De Aza,28,70,0,8,9,1,4.30%,22.90%,0.129,0.25,0.194,0.224,0.323,0.222,,28,1,-5.5,-0.8,-0.4,3371
1982,John Milner,26,33,0,1,2,0,12.10%,6.10%,0,0.111,0.107,0.212,0.107,0.168,,-2,0,-3.8,-1.2,-0.4,1008965
2012,Ross Detwiler,33,49,0,0,1,0,2.00%,44.90%,0,0.087,0.044,0.065,0.044,0.053,,-81,0,-10.6,5.2,-0.4,2859
1976,Del Unser,69,240,7,29,15,3,4.60%,18.30%,0.141,0.25,0.227,0.261,0.368,0.286,,72,-0.6,-8,-3.4,-0.4,1013286
2008,John Lannan,31,55,0,0,0,0,7.30%,43.60%,0,0.048,0.022,0.102,0.022,0.076,,-70,0,-11.7,5.8,-0.4,7080
1988,Pascual Perez,41,64,0,6,0,0,4.70%,39.10%,0,0.069,0.037,0.103,0.037,0.08,,-62,-0.4,-11.7,5.9,-0.4,1010185
2015,Joe Ross,17,30,0,2,0,0,0.00%,36.70%,0,0.188,0.111,0.143,0.111,0.12,,-37,0,-4.8,-0.1,-0.4,12972
1976,Dan Warthen,23,28,0,0,0,0,0.00%,46.40%,0,0,0,0,0,0,,-100,0,-6.7,2,-0.4,1013644
1980,Scott Sanderson,33,74,0,3,1,0,2.70%,44.60%,0.047,0.161,0.078,0.106,0.125,0.108,,-45,0,-12.1,5.8,-0.4,1011422
1983,Tim Blackwell,6,16,0,0,2,0,6.30%,18.80%,0.067,0.25,0.2,0.25,0.267,0.238,,46,0,-1,-3.7,-0.4,1001022
2004,Carl Everett,39,141,2,8,14,0,5.70%,13.50%,0.126,0.28,0.252,0.319,0.378,0.303,,76,-1.6,-6.1,-3.1,-0.4,1249
1984,Mike Stenhouse,80,205,4,14,16,0,12.70%,15.60%,0.114,0.199,0.183,0.289,0.297,0.267,,67,0,-7.7,-3.1,-0.4,1012483
2007,Ryan Langerhans,103,187,6,24,22,3,11.80%,33.70%,0.173,0.277,0.198,0.296,0.37,0.294,,75,0.7,-5.3,-5.2,-0.4,98
1993,Frank Bolick,95,242,4,25,24,1,9.50%,15.30%,0.117,0.236,0.211,0.298,0.329,0.284,,70,0.3,-8.8,-4,-0.4,1001145
2001,Randy Knorr,34,103,3,13,10,0,7.80%,21.40%,0.121,0.254,0.22,0.287,0.341,0.278,,59,0,-5.5,-2.1,-0.4,1007050
1976,Woodie Fryman,34,76,0,1,2,0,1.30%,22.40%,0.016,0.149,0.109,0.123,0.125,0.117,,-38,0,-11.7,5.4,-0.4,1004381
1977,Jose Morales,65,81,1,3,9,0,6.20%,14.80%,0.122,0.222,0.203,0.247,0.324,0.235,,39,0,-5.9,-0.9,-0.4,1009139
2003,Claudio Vargas,23,35,0,1,0,0,2.90%,42.90%,0,0,0,0.032,0,0.023,,-100,0,-9.3,3.7,-0.4,1695
1974,Boots Day,52,72,0,8,2,0,6.90%,11.10%,0,0.207,0.185,0.239,0.185,0.206,,18,0,-6.7,0.5,-0.4,1003095
1986,Dann Bilardello,79,212,4,12,17,1,6.60%,15.10%,0.089,0.213,0.194,0.249,0.283,0.237,,44,0.2,-13.7,2.6,-0.4,1000963
1989,Hubie Brooks,148,593,14,56,70,6,6.60%,18.20%,0.137,0.306,0.268,0.317,0.404,0.324,,107,-3.3,1.3,-25,-0.4,1001472
1982,Doug Flynn,58,202,0,13,20,0,2.00%,11.40%,0.052,0.273,0.244,0.256,0.295,0.247,,52,-0.8,-11.6,0.7,-0.4,1004182
2001,Mike Mordecai,96,277,3,28,32,2,6.90%,19.10%,0.118,0.34,0.28,0.33,0.398,0.317,,84,-0.5,-6.4,-7.2,-0.5,1385
2004,Luis Lopez,11,27,0,0,0,0,0.00%,33.30%,0,0.235,0.154,0.185,0.154,0.159,,-19,-0.1,-4.2,-1.3,-0.5,1901
1999,Mike Thurman,29,46,0,1,0,0,2.20%,67.40%,0,0.111,0.025,0.071,0.025,0.057,,-86,0,-11.6,5.2,-0.5,852
2013,Kurt Suzuki,79,281,3,19,25,2,7.10%,11.40%,0.087,0.24,0.222,0.283,0.31,0.257,,57,1.8,-11.7,-1,-0.5,8259
1972,Jim Fairey,86,153,1,9,15,1,6.50%,13.70%,0.071,0.269,0.234,0.285,0.305,0.268,,65,-0.8,-6.7,-2.2,-0.5,1003905
2020,Adam Eaton,41,176,4,22,17,3,6.80%,18.20%,0.157,0.26,0.226,0.285,0.384,0.287,,75,-0.3,-5.9,-3.5,-0.5,11205
1992,Tom Foley,72,129,0,7,5,3,6.20%,16.30%,0.043,0.208,0.174,0.23,0.217,0.203,,22,0.6,-10.4,2.3,-0.5,1004200
1981,Willie Montanez,26,66,0,6,5,0,6.10%,13.60%,0.032,0.208,0.177,0.227,0.21,0.207,,24,0,-5.5,-0.8,-0.5,1009062
1976,Jim Dwyer,50,104,0,7,5,0,10.60%,9.60%,0.054,0.205,0.185,0.269,0.239,0.242,,43,0,-6.6,-0.8,-0.5,1003608
1976,Andre Dawson,24,92,0,9,7,1,5.40%,14.10%,0.071,0.278,0.235,0.278,0.306,0.268,,60,-0.6,-4.7,-2.6,-0.5,1003091
2014,Kevin Frandsen,105,236,1,17,17,0,2.50%,11.00%,0.05,0.289,0.259,0.299,0.309,0.275,,72,0.1,-7.5,-3.9,-0.5,7528
2006,Brandon Watson,9,29,0,0,0,0,3.40%,10.30%,0,0.2,0.179,0.207,0.179,0.178,,-1,-0.8,-4.6,-1.2,-0.5,2146
2004,Josh Labandeira,7,14,0,0,0,0,0.00%,28.60%,0,0,0,0,0,0,,-100,-0.1,-4.1,-1.2,-0.5,2191
1975,Nate Colbert,38,87,4,10,11,0,5.70%,35.60%,0.222,0.217,0.173,0.23,0.395,0.268,,57,0,-4.3,-3,-0.5,1002407
1985,Jim Wohlford,70,142,1,7,15,0,11.30%,12.70%,0.08,0.217,0.192,0.284,0.272,0.244,,52,-0.8,-8.7,-0.4,-0.5,1014179
1971,Dave McDonald,24,45,1,3,4,0,8.90%,31.10%,0.128,0.115,0.103,0.178,0.231,0.191,,12,0,-4.3,-1.4,-0.5,1008455
1985,Ned Yost,5,11,0,1,0,0,0.00%,18.20%,0,0.222,0.182,0.182,0.182,0.164,,-4,0,-1.3,-3.8,-0.5,1014359
2020,Victor Robles,52,189,3,20,15,4,4.80%,28.00%,0.095,0.298,0.22,0.293,0.315,0.273,,65,1.3,-7,-2.9,-0.5,18363
1990,Jerry Goff,52,141,3,14,7,0,14.90%,25.50%,0.084,0.3,0.227,0.343,0.311,0.299,,83,-0.9,-3.6,-6.1,-0.5,1004800
2001,Mike Thurman,28,47,0,0,0,0,4.30%,57.40%,0,0.067,0.024,0.068,0.024,0.052,,-87,0,-11.5,5.1,-0.5,852
1990,Junior Noboa,81,173,0,15,14,4,4.00%,8.10%,0.07,0.284,0.266,0.294,0.335,0.278,,69,0.3,-5.9,-4.8,-0.5,1009612
1998,Miguel Batista,56,34,0,0,0,0,0.00%,61.80%,0,0,0,0,0,0,,-100,0,-9.5,3.5,-0.5,46
2001,Lee Stevens,152,628,25,77,95,2,11.80%,25.00%,0.207,0.294,0.245,0.338,0.452,0.334,,95,-0.1,-4.1,-21.2,-0.5,796
1981,Tom Hutton,31,31,0,1,2,0,6.50%,3.20%,0,0.107,0.103,0.161,0.103,0.134,,-25,0,-4.2,-1.2,-0.5,1006246
1971,Gary Sutherland,111,331,4,25,26,3,5.40%,3.60%,0.076,0.256,0.257,0.302,0.332,0.288,,77,-0.8,-9.1,-6.8,-0.5,1012739
1987,John Stefero,18,59,1,4,3,0,5.10%,28.80%,0.054,0.263,0.196,0.237,0.25,0.213,,23,0,-5.8,-1.2,-0.5,1012459
1985,Terry Francona,107,296,2,19,31,5,4.10%,4.10%,0.082,0.273,0.267,0.299,0.349,0.286,,80,-1.1,-7.8,-6.6,-0.5,1004292
2015,Wilson Ramos,128,504,15,41,68,0,4.20%,20.00%,0.128,0.256,0.229,0.258,0.358,0.265,,62,-1.7,-23.7,3.6,-0.5,1433
1969,Bill Stoneman,42,87,0,5,0,0,6.90%,63.20%,0.027,0.222,0.055,0.127,0.082,0.11,,-41,0,-14,6.6,-0.5,1012560
1985,Steve Nicosia,42,79,0,4,1,1,8.90%,13.90%,0.028,0.2,0.169,0.244,0.197,0.212,,29,0.2,-6.2,-1.1,-0.5,1009575
2003,Zach Day,23,49,0,2,2,0,2.00%,44.90%,0,0.08,0.043,0.063,0.043,0.052,,-87,0,-11.8,5.2,-0.5,1496
2012,Mark DeRosa,48,101,0,13,6,1,13.90%,17.80%,0.059,0.235,0.188,0.3,0.247,0.257,,56,0.3,-5,-2.8,-0.5,1392
1976,Larry Biittner,11,32,0,2,1,0,0.00%,9.40%,0.031,0.207,0.188,0.188,0.219,0.187,,7,0,-3.3,-2.3,-0.5,1000962
1983,Doug Flynn,143,477,0,44,26,2,4.00%,8.00%,0.058,0.258,0.237,0.267,0.294,0.247,,52,-0.1,-26.4,6.6,-0.5,1004182
2005,Gary Bennett,68,228,1,11,21,0,9.20%,16.20%,0.05,0.262,0.221,0.298,0.271,0.256,,53,-1.5,-14.8,2.5,-0.5,420
2008,Roger Bernadina,26,86,0,10,2,4,10.50%,24.40%,0.039,0.291,0.211,0.294,0.25,0.256,,48,-0.4,-6,-1.7,-0.5,6421
1971,Jim Fairey,92,220,1,19,19,3,5.50%,10.50%,0.065,0.27,0.245,0.285,0.31,0.263,,60,-0.5,-10,-1.2,-0.5,1003905
1985,Mike Fitzgerald,108,341,5,25,34,5,11.10%,16.10%,0.081,0.233,0.207,0.297,0.288,0.257,,60,-0.3,-15.8,-0.3,-0.5,1004114
1995,Butch Henry,21,47,0,1,1,0,0.00%,23.40%,0,0.065,0.048,0.048,0.048,0.043,,-94,0,-11.5,4.7,-0.5,1005667
2007,Josh Wilson,15,25,0,3,0,0,20.00%,24.00%,0,0.077,0.053,0.28,0.053,0.208,,19,-0.1,-2.7,-3.3,-0.5,2102
2002,Wilton Guerrero,44,67,0,3,1,5,1.50%,28.40%,0.016,0.279,0.194,0.206,0.21,0.179,,-4,0.7,-8,0.8,-0.5,1378
1983,Mike Stenhouse,24,44,0,2,2,0,9.10%,22.70%,0.025,0.167,0.125,0.205,0.15,0.176,,4,0,-4.9,-1.4,-0.5,1012483
2019,Carter Kieboom,11,43,2,4,2,0,9.30%,37.20%,0.154,0.143,0.128,0.209,0.282,0.204,,18,0.2,-4.5,-2.2,-0.5,19958
1998,Mike Mordecai,73,130,3,12,10,1,6.90%,15.40%,0.143,0.219,0.202,0.258,0.345,0.266,,55,0.2,-7.2,-2,-0.5,1385
1992,Darren Reed,42,88,5,10,10,0,6.80%,26.10%,0.21,0.17,0.173,0.239,0.383,0.273,,70,0,-2.9,-4.9,-0.5,1010762
2009,Alex Cintron,21,28,0,1,0,0,7.10%,25.00%,0,0.105,0.077,0.143,0.077,0.114,,-46,-0.1,-5.2,-1,-0.5,50
2008,Rob Mackowiak,38,63,1,7,4,0,12.70%,27.00%,0.075,0.167,0.132,0.254,0.208,0.225,,28,-0.3,-6,-1.3,-0.5,995
2006,Damian Jackson,67,135,4,16,10,1,8.90%,28.90%,0.172,0.26,0.198,0.295,0.371,0.296,,76,0,-4.2,-5.9,-0.5,471
2013,Roger Bernadina,85,167,2,18,6,3,7.20%,26.30%,0.092,0.236,0.178,0.247,0.27,0.233,,41,-0.1,-11.2,1.3,-0.5,6421
1974,Jim Cox,77,270,2,29,26,2,8.50%,13.30%,0.072,0.248,0.22,0.288,0.292,0.27,,60,-0.7,-13.1,-0.4,-0.5,1002703
1971,Clyde Mashore,66,126,1,20,7,1,7.90%,17.50%,0.07,0.231,0.193,0.258,0.263,0.242,,46,0.2,-7.2,-1.7,-0.5,1008210
1970,Ron Brand,72,140,0,10,9,2,6.40%,11.40%,0.063,0.27,0.238,0.287,0.302,0.269,,58,0,-7.3,-2.9,-0.6,1001351
1978,Ed Herrmann,19,41,0,1,3,0,2.40%,9.80%,0.025,0.194,0.175,0.195,0.2,0.183,,8,0,-4.2,-2.5,-0.6,1005732
1986,Herm Winningham,90,204,4,23,11,12,8.80%,25.00%,0.13,0.277,0.216,0.286,0.346,0.279,,73,-0.4,-6.9,-5.2,-0.6,1014139
2004,Brendan Harris,20,53,1,4,2,0,3.80%,20.80%,0.1,0.184,0.16,0.208,0.26,0.209,,14,0.5,-5.4,-2.2,-0.6,2178
2017,Chris Heisey,38,79,1,8,5,0,6.30%,27.80%,0.108,0.216,0.162,0.215,0.27,0.213,,22,0.5,-7.4,-0.9,-0.6,3978
2002,Mike Mordecai,55,90,0,9,4,1,8.90%,15.60%,0.054,0.25,0.203,0.289,0.257,0.239,,35,0.1,-7.2,-1.5,-0.6,1385
2008,Jason Bergmann,30,42,0,0,0,0,0.00%,47.60%,0,0,0,0,0,0,,-100,0,-11.6,4.4,-0.6,4640
2008,Kory Casto,66,182,2,15,16,1,10.40%,19.80%,0.098,0.264,0.215,0.297,0.313,0.276,,62,-1.6,-10.4,-1.3,-0.6,6597
1988,Graig Nettles,80,104,1,5,14,0,8.70%,18.30%,0.075,0.2,0.172,0.24,0.247,0.218,,34,-0.1,-7.5,-1.1,-0.6,1009517
1976,Pete Mackanin,114,401,8,36,33,6,3.70%,16.50%,0.113,0.251,0.224,0.256,0.337,0.273,,64,0.4,-15.9,-2.6,-0.6,1007912
2013,Chad Tracy,92,136,4,6,11,0,5.10%,18.40%,0.124,0.22,0.202,0.243,0.326,0.252,,54,-2,-9,-0.6,-0.6,1888
2014,Scott Hairston,61,87,1,6,8,0,4.60%,29.90%,0.091,0.278,0.208,0.253,0.299,0.245,,51,0,-4.8,-3.3,-0.6,1926
1985,Sal Butera,67,138,3,11,12,0,9.40%,8.70%,0.083,0.198,0.2,0.281,0.283,0.26,,62,0,-6,-4.5,-0.6,1001765
2004,Andy Fox,34,43,1,2,1,0,0.00%,37.20%,0.07,0.115,0.093,0.093,0.163,0.108,,-53,-0.1,-8.6,1,-0.6,1379
1985,Razor Shines,47,54,0,0,3,0,7.40%,16.70%,0,0.146,0.12,0.185,0.12,0.152,,-12,-0.4,-7.3,-0.2,-0.6,1011901
1985,Miguel Dilone,51,91,0,10,6,7,6.60%,12.10%,0.048,0.216,0.19,0.242,0.238,0.221,,35,0.2,-6.5,-2.3,-0.6,1003309
1996,Tim Spehr,63,49,1,4,3,1,6.10%,30.60%,0.091,0.107,0.091,0.167,0.182,0.165,,-13,0.2,-6.8,-1,-0.6,1012315
2013,Danny Espinosa,44,167,3,11,12,1,2.40%,28.10%,0.114,0.202,0.158,0.193,0.272,0.206,,22,0.8,-13.8,3.1,-0.6,9219
2004,Einar Diaz,55,159,1,9,11,2,6.90%,6.30%,0.079,0.229,0.223,0.293,0.302,0.26,,47,-1.7,-12.5,0.9,-0.6,378
2001,Brad Wilkerson,47,136,1,11,5,2,12.50%,30.10%,0.12,0.303,0.205,0.304,0.325,0.28,,60,0,-7.2,-3.5,-0.6,804
2003,Ron Calloway,126,369,9,36,52,9,5.40%,21.70%,0.135,0.283,0.238,0.282,0.374,0.285,,65,0.3,-16.4,-2.1,-0.6,1649
2002,Cliff Floyd,15,57,3,7,4,1,5.30%,17.50%,0.208,0.2,0.208,0.263,0.415,0.287,,67,0.8,-1.5,-6.5,-0.6,518
1969,Don Bosch,49,121,1,13,4,1,6.60%,16.50%,0.071,0.209,0.179,0.233,0.25,0.227,,35,0.2,-8.7,-1.1,-0.6,1001210
2011,Matt Stairs,56,74,0,4,2,0,12.20%,31.10%,0.015,0.238,0.154,0.257,0.169,0.21,,25,-0.5,-6.9,-1.3,-0.6,1384
1991,Junior Noboa,67,96,1,5,2,2,1.00%,8.30%,0.063,0.256,0.242,0.25,0.305,0.245,,51,-0.8,-6.1,-3.1,-0.6,1009612
2005,Tony Blanco,56,65,1,7,7,1,3.10%,29.20%,0.097,0.238,0.177,0.215,0.274,0.218,,28,0.5,-5.4,-3.1,-0.6,2522
2002,Lee Stevens,63,245,10,28,31,1,15.90%,23.30%,0.185,0.209,0.19,0.318,0.376,0.304,,78,-1.2,-7.8,-6.5,-0.6,796
1999,Dustin Hermanson,34,75,0,1,2,0,4.00%,52.00%,0,0.12,0.047,0.09,0.047,0.073,,-75,0,-17.8,8.5,-0.6,195
1977,Steve Rogers,40,112,0,1,3,0,3.60%,24.10%,0,0.145,0.104,0.14,0.104,0.119,,-37,-0.4,-19,9.1,-0.7,1011138
1989,Jeff Huson,32,83,0,1,2,3,7.20%,7.20%,0.068,0.176,0.162,0.225,0.23,0.195,,18,0.6,-6.8,-2,-0.7,1006229
2002,Andres Galarraga,104,334,9,30,40,2,9.00%,24.30%,0.134,0.327,0.26,0.344,0.394,0.323,,91,-5.2,-8.9,-8.5,-0.7,1390
2009,Alberto Gonzalez,105,316,1,31,33,1,4.40%,8.50%,0.086,0.283,0.265,0.299,0.351,0.285,,68,-1.9,-14.2,-2.2,-0.7,4906
2018,Moises Sierra,27,60,0,4,4,1,3.30%,33.30%,0.037,0.25,0.167,0.217,0.204,0.191,,12,-1.4,-7.9,-0.3,-0.7,6050
1990,Oil Can Boyd,31,71,0,1,0,0,0.00%,28.20%,0,0.077,0.051,0.051,0.051,0.046,,-84,0,-15.2,6.6,-0.7,1001279
1982,Joel Youngblood,40,104,0,16,8,2,8.70%,20.20%,0.022,0.257,0.2,0.291,0.222,0.244,,50,0,-5.8,-4.1,-0.7,1014383
2011,Chris Marrero,31,117,0,6,10,0,3.40%,23.10%,0.046,0.318,0.248,0.274,0.294,0.252,,53,0.2,-6.1,-3.8,-0.7,2852
1986,Tom Nieto,30,72,1,5,7,0,8.30%,29.20%,0.123,0.279,0.2,0.278,0.323,0.268,,65,-0.4,-3.3,-5.8,-0.7,1009593
2000,Lenny Webster,39,87,0,6,5,0,6.90%,16.10%,0.037,0.254,0.21,0.264,0.247,0.232,,27,0,-8.7,-1.4,-0.7,1013718
2020,Eric Thames,41,140,3,10,12,1,10.00%,30.00%,0.114,0.282,0.203,0.3,0.317,0.276,,68,-1.1,-6.9,-3.9,-0.7,3711
1977,Tim Blackwell,16,25,0,3,0,0,8.00%,28.00%,0.045,0.133,0.091,0.167,0.136,0.126,,-33,0,-4,-3.6,-0.7,1001022
2001,Andy Tracy,38,63,2,4,8,0,9.50%,41.30%,0.127,0.138,0.109,0.19,0.236,0.192,,3,0,-8,-1.2,-0.7,2024
1975,Tony Scott,92,159,0,19,11,5,7.50%,23.90%,0.056,0.245,0.182,0.258,0.238,0.232,,34,-1.3,-13.4,2.1,-0.7,1011695
2000,Wilton Guerrero,127,314,2,30,23,8,6.10%,13.10%,0.059,0.305,0.267,0.312,0.326,0.288,,63,1.2,-14.7,-3.5,-0.7,1378
2000,Brian Schneider,45,123,0,6,11,0,5.70%,19.50%,0.052,0.293,0.235,0.276,0.287,0.248,,37,-0.4,-11,-0.6,-0.7,795
1972,Bill Stoneman,40,90,0,4,1,0,2.20%,43.30%,0,0.167,0.08,0.104,0.08,0.089,,-51,0,-14.9,5.9,-0.7,1012560
1996,Dave Silvestri,86,200,1,16,17,2,17.00%,20.50%,0.043,0.264,0.204,0.34,0.247,0.274,,61,-0.1,-10,-3.5,-0.7,1011972
2005,Wil Cordero,29,56,0,2,2,0,5.40%,25.00%,0.039,0.154,0.118,0.161,0.157,0.136,,-26,0.4,-8.5,-0.5,-0.7,770
2018,Pedro Severino,70,213,2,14,15,1,8.50%,22.10%,0.079,0.211,0.168,0.254,0.247,0.221,,32,-0.8,-18.5,4.8,-0.7,14523
1986,Al Newman,95,212,1,23,8,11,9.90%,9.40%,0.032,0.217,0.2,0.279,0.232,0.238,,45,-2.2,-15.8,1.9,-0.7,1009539
1995,Cliff Floyd,29,77,1,6,8,3,9.10%,28.60%,0.058,0.174,0.13,0.221,0.188,0.2,,10,0.6,-8.2,-2,-0.7,518
2009,Josh Bard,90,301,6,20,31,0,8.00%,16.60%,0.131,0.26,0.23,0.293,0.361,0.29,,71,-3.3,-13.9,-3,-0.7,1578
2017,Jose Lobaton,51,158,4,11,11,0,8.90%,22.20%,0.106,0.194,0.17,0.248,0.277,0.232,,35,0,-13.2,0.5,-0.7,4243
